approach,problem,exp_id,iter_idx,iter_eval_time,iter_model_time,iter_fitness,iter_x,iter_best_fitness,iter_best_x
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,10,0.01363229751586914,0.002634763717651367,-24.98285675048828,"[np.float64(0.6371729077573663), np.float64(0.28105669270046274), np.float64(0.6969987930270075), np.float64(0.6174311561586179), np.float64(0.33938197899404754), np.float64(0.2659997758897743), np.float64(0.6670178424015561), np.float64(0.017919573139648537), np.float64(0.04128464691601774), np.float64(0.8953204240053929)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,11,6.985664367675781e-05,0.013971328735351562,0.0,"[np.float64(0.9740444073795341), np.float64(0.9187798106006878), np.float64(0.043781090151083446), np.float64(0.9451793401696572), np.float64(0.030760124253754018), np.float64(0.0009796057778646006), np.float64(0.09527775290905016), np.float64(0.9984117634985541), np.float64(0.9820838246298929), np.float64(0.5868483642716413)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,12,9.655952453613281e-05,0.01006627082824707,0.0,"[np.float64(0.8359683350122369), np.float64(0.8719948883635803), np.float64(0.9743348473062695), np.float64(0.7555080435282033), np.float64(0.9658562494777431), np.float64(0.004743633738084618), np.float64(0.9934328838230664), np.float64(0.6838137671480924), np.float64(0.05777729218962363), np.float64(0.22961677446003992)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,13,7.367134094238281e-05,0.009479522705078125,0.0,"[np.float64(0.3818340608614154), np.float64(0.06533841128721862), np.float64(0.605119833557073), np.float64(0.3029602591028702), np.float64(0.1639285222925489), np.float64(0.16485561810036004), np.float64(0.14832210213462999), np.float64(0.04105230690717354), np.float64(0.998492397201761), np.float64(0.5820994781990521)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,14,0.013956069946289062,0.008795499801635742,-20.189373016357422,"[np.float64(0.34339482052579345), np.float64(0.9912862089398887), np.float64(0.008508340445459894), np.float64(0.9968466020927098), np.float64(0.9567698625291496), np.float64(0.5855326156018658), np.float64(0.2593955575455098), np.float64(0.6317005953293009), np.float64(0.32006284659163825), np.float64(0.04855865656573782)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,15,0.013224601745605469,0.012052059173583984,-33.56720733642578,"[np.float64(0.8250298468876957), np.float64(0.2604171326088394), np.float64(0.842986270361056), np.float64(0.7766631281983447), np.float64(0.13528556342680179), np.float64(0.14618479753128705), np.float64(0.9714944161659524), np.float64(0.1863470169408199), np.float64(0.19933266976230357), np.float64(0.42071008487406963)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,16,8.20159912109375e-05,0.011984586715698242,0.0,"[np.float64(0.8674094765445258), np.float64(0.7938707917489076), np.float64(0.44234182195968896), np.float64(0.008378346909454715), np.float64(0.8439742911610394), np.float64(0.29735316220505525), np.float64(0.25491148853814044), np.float64(0.992262258653513), np.float64(0.9242780323329844), np.float64(0.6860583448676405)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,17,0.0135345458984375,0.008837223052978516,-32.434776306152344,"[np.float64(0.7951357743270235), np.float64(0.2712531616238236), np.float64(0.838369109395102), np.float64(0.772139370231191), np.float64(0.15126858189050923), np.float64(0.1360788747714522), np.float64(0.9498282276165476), np.float64(0.2019837059678219), np.float64(0.1526177155112824), np.float64(0.4419576773692141)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,18,0.000110626220703125,0.015516996383666992,0.0,"[np.float64(0.9874546476846107), np.float64(0.26957980841353407), np.float64(0.6688320148818014), np.float64(0.6937148550399552), np.float64(0.15812327983107052), np.float64(0.13106003843752506), np.float64(0.9133884103858276), np.float64(0.2826117168625797), np.float64(0.19045098588381282), np.float64(0.3359740413249657)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,19,7.748603820800781e-05,0.009978294372558594,0.0,"[np.float64(0.6965977481172205), np.float64(0.08229125048790659), np.float64(0.4841271312798343), np.float64(0.7959842123055907), np.float64(0.4044576258684817), np.float64(0.27107897653059854), np.float64(0.5815120037105955), np.float64(0.11378980232343133), np.float64(0.2248062289388514), np.float64(0.5255489773943518)]",-35.03234100341797,"[np.float64(0.8596390286726315), np.float64(0.9085667457931278), np.float64(0.49914055905610066), np.float64(0.5451112183276648), np.float64(0.2853146613297227), np.float64(0.275724724783205), np.float64(0.6490951634344208), np.float64(0.27677760186179645), np.float64(0.9034200540444844), np.float64(0.386251957017411)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,20,0.013716459274291992,0.009731769561767578,-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]",-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,21,0.013431549072265625,0.011991024017333984,-29.200084686279297,"[np.float64(0.9272711117665521), np.float64(0.4751791212834974), np.float64(0.6909617068260849), np.float64(0.9452238499129504), np.float64(0.2444287076793712), np.float64(0.0009652857163147954), np.float64(0.8768365720504667), np.float64(0.014351836357848868), np.float64(0.44291488512738075), np.float64(0.15071720145159329)]",-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,22,8.106231689453125e-05,0.011988639831542969,0.0,"[np.float64(0.7711670394846827), np.float64(0.5750881560880886), np.float64(0.3901401774093464), np.float64(0.2114432223586043), np.float64(8.284890127957523e-05), np.float64(0.06655881364631291), np.float64(0.6165064085921688), np.float64(0.4412918696411519), np.float64(0.6270287573839084), np.float64(0.30310107877993964)]",-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,23,7.677078247070312e-05,0.008859634399414062,0.0,"[np.float64(0.6210414826670466), np.float64(0.36202975631553314), np.float64(0.5534780265660096), np.float64(0.3984583742647189), np.float64(0.39178339290605424), np.float64(0.3839928510198042), np.float64(0.8408340418453497), np.float64(0.2837780608922025), np.float64(0.7160270601592063), np.float64(0.18991068562513402)]",-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,24,0.013373374938964844,0.009426593780517578,-28.42786979675293,"[np.float64(0.893191918239745), np.float64(0.1396670416399473), np.float64(0.7897122456508466), np.float64(0.8795950973492069), np.float64(0.22738573562655315), np.float64(0.2139611029960455), np.float64(0.6828418308695559), np.float64(0.09660291042190115), np.float64(0.5734548671054254), np.float64(0.2505075471760325)]",-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,25,0.00010800361633300781,0.0137786865234375,0.0,"[np.float64(0.40018000398814907), np.float64(0.3546075097816305), np.float64(0.9004865845722464), np.float64(0.5816712572567908), np.float64(0.5820197143822863), np.float64(0.6290717654828234), np.float64(0.5667962125997005), np.float64(0.28196219527032346), np.float64(0.42229069848678147), np.float64(0.36633064585014885)]",-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,26,7.82012939453125e-05,0.011150360107421875,0.0,"[np.float64(0.7161051663191673), np.float64(0.5325011501686738), np.float64(0.30050711428894006), np.float64(0.6762513628570701), np.float64(0.42543819539001515), np.float64(0.07303540581060947), np.float64(0.7495045300827302), np.float64(0.5782153713191319), np.float64(0.9060626723116761), np.float64(0.10146581090136536)]",-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,27,7.939338684082031e-05,0.009425878524780273,0.0,"[np.float64(0.6180880015948964), np.float64(0.7752571543485078), np.float64(0.10029650856240657), np.float64(0.5207102116468133), np.float64(0.071126556286296), np.float64(0.33358045588704144), np.float64(0.5234937982879169), np.float64(0.42788791842410656), np.float64(0.4706257350540334), np.float64(0.5033674363246092)]",-36.112579345703125,"[np.float64(0.8917670104490523), np.float64(0.37897271264163823), np.float64(0.8330996380006352), np.float64(0.8837029132867251), np.float64(0.2501564494542486), np.float64(0.07028632087803424), np.float64(0.8618133178025986), np.float64(0.11700011863867005), np.float64(0.45650249694159883), np.float64(0.32832993883462247)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,28,0.013710260391235352,0.009112358093261719,-38.059322357177734,"[np.float64(0.4633666117605825), np.float64(0.8722035220826103), np.float64(0.6113321001725558), np.float64(0.9932031286410445), np.float64(0.3503975940709191), np.float64(0.47857656378052177), np.float64(0.688822099487352), np.float64(0.20171792771208888), np.float64(0.3169784645261885), np.float64(0.6798040888079556)]",-38.059322357177734,"[np.float64(0.4633666117605825), np.float64(0.8722035220826103), np.float64(0.6113321001725558), np.float64(0.9932031286410445), np.float64(0.3503975940709191), np.float64(0.47857656378052177), np.float64(0.688822099487352), np.float64(0.20171792771208888), np.float64(0.3169784645261885), np.float64(0.6798040888079556)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,29,0.013511419296264648,0.012727975845336914,-41.68210220336914,"[np.float64(0.46095095778165274), np.float64(0.603295219581935), np.float64(0.7541988736116384), np.float64(0.9976096889705166), np.float64(0.6847999830365402), np.float64(0.5803246131800516), np.float64(0.7534039455803321), np.float64(0.08614349548860326), np.float64(0.28596703938041623), np.float64(0.9716599938667927)]",-41.68210220336914,"[np.float64(0.46095095778165274), np.float64(0.603295219581935), np.float64(0.7541988736116384), np.float64(0.9976096889705166), np.float64(0.6847999830365402), np.float64(0.5803246131800516), np.float64(0.7534039455803321), np.float64(0.08614349548860326), np.float64(0.28596703938041623), np.float64(0.9716599938667927)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,30,0.016246557235717773,0.01249384880065918,-21.684297561645508,"[np.float64(0.45665974906619783), np.float64(0.8447676769885697), np.float64(0.7477037982405144), np.float64(0.9800602962290047), np.float64(0.7056028488504906), np.float64(0.6350445842488025), np.float64(0.7240240646598516), np.float64(0.002396395922475758), np.float64(0.28459500444908575), np.float64(0.9977298238195833)]",-41.68210220336914,"[np.float64(0.46095095778165274), np.float64(0.603295219581935), np.float64(0.7541988736116384), np.float64(0.9976096889705166), np.float64(0.6847999830365402), np.float64(0.5803246131800516), np.float64(0.7534039455803321), np.float64(0.08614349548860326), np.float64(0.28596703938041623), np.float64(0.9716599938667927)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,31,0.13791823387145996,0.013621091842651367,-32.25761032104492,"[np.float64(0.2606910191863752), np.float64(0.7431424368589743), np.float64(0.6176036612038283), np.float64(0.8290667942751047), np.float64(0.7953454689627711), np.float64(0.9980203100387708), np.float64(0.35310699605264706), np.float64(0.19531262766965318), np.float64(0.09365732007542268), np.float64(0.7653689143803575)]",-41.68210220336914,"[np.float64(0.46095095778165274), np.float64(0.603295219581935), np.float64(0.7541988736116384), np.float64(0.9976096889705166), np.float64(0.6847999830365402), np.float64(0.5803246131800516), np.float64(0.7534039455803321), np.float64(0.08614349548860326), np.float64(0.28596703938041623), np.float64(0.9716599938667927)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,32,0.02090740203857422,0.01236724853515625,-54.066123962402344,"[np.float64(0.27913309379255946), np.float64(0.6343065910333046), np.float64(0.9099657442388819), np.float64(0.9181083316875767), np.float64(0.544017219172811), np.float64(0.5151946149866178), np.float64(0.5329648857945097), np.float64(0.07121314925499408), np.float64(0.3686494914852891), np.float64(0.9733936706552884)]",-54.066123962402344,"[np.float64(0.27913309379255946), np.float64(0.6343065910333046), np.float64(0.9099657442388819), np.float64(0.9181083316875767), np.float64(0.544017219172811), np.float64(0.5151946149866178), np.float64(0.5329648857945097), np.float64(0.07121314925499408), np.float64(0.3686494914852891), np.float64(0.9733936706552884)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,33,0.0135345458984375,0.012923717498779297,-52.00907516479492,"[np.float64(0.3022156268679136), np.float64(0.624700973554977), np.float64(0.9926357009816168), np.float64(0.9258788445802266), np.float64(0.6594998723938065), np.float64(0.5523071796404536), np.float64(0.5135298144461653), np.float64(0.07155508460548933), np.float64(0.3760790152820569), np.float64(0.987721831595351)]",-54.066123962402344,"[np.float64(0.27913309379255946), np.float64(0.6343065910333046), np.float64(0.9099657442388819), np.float64(0.9181083316875767), np.float64(0.544017219172811), np.float64(0.5151946149866178), np.float64(0.5329648857945097), np.float64(0.07121314925499408), np.float64(0.3686494914852891), np.float64(0.9733936706552884)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,34,8.20159912109375e-05,0.01268315315246582,0.0,"[np.float64(0.29073519438157325), np.float64(0.6763315723229983), np.float64(0.9101059803078244), np.float64(0.723437877185578), np.float64(0.8784676484708225), np.float64(0.7100180003850942), np.float64(0.00503293434874208), np.float64(0.3335194508611983), np.float64(0.38403467194580765), np.float64(0.7987331092902036)]",-54.066123962402344,"[np.float64(0.27913309379255946), np.float64(0.6343065910333046), np.float64(0.9099657442388819), np.float64(0.9181083316875767), np.float64(0.544017219172811), np.float64(0.5151946149866178), np.float64(0.5329648857945097), np.float64(0.07121314925499408), np.float64(0.3686494914852891), np.float64(0.9733936706552884)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,35,0.013677120208740234,0.009592771530151367,-19.802602767944336,"[np.float64(0.1769655255043644), np.float64(0.49630792716547206), np.float64(0.9832301969202939), np.float64(0.8864114989587366), np.float64(0.5379554517252356), np.float64(0.5282248353977742), np.float64(0.46131121228613925), np.float64(0.05680008808660479), np.float64(0.5239883784196618), np.float64(0.966220230132514)]",-54.066123962402344,"[np.float64(0.27913309379255946), np.float64(0.6343065910333046), np.float64(0.9099657442388819), np.float64(0.9181083316875767), np.float64(0.544017219172811), np.float64(0.5151946149866178), np.float64(0.5329648857945097), np.float64(0.07121314925499408), np.float64(0.3686494914852891), np.float64(0.9733936706552884)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,36,0.0158538818359375,0.012625455856323242,-32.39857482910156,"[np.float64(0.016461432690610456), np.float64(0.624114160896388), np.float64(0.9150900237643221), np.float64(0.6246802145944453), np.float64(0.7509849606097826), np.float64(0.6967812431747729), np.float64(0.30551113511811034), np.float64(0.3501274604867669), np.float64(0.10603681633330109), np.float64(0.9489851684003124)]",-54.066123962402344,"[np.float64(0.27913309379255946), np.float64(0.6343065910333046), np.float64(0.9099657442388819), np.float64(0.9181083316875767), np.float64(0.544017219172811), np.float64(0.5151946149866178), np.float64(0.5329648857945097), np.float64(0.07121314925499408), np.float64(0.3686494914852891), np.float64(0.9733936706552884)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177202316481717911415,37,8.58306884765625e-05,0.013933897018432617,0.0,"[np.float64(0.06457983518205487), np.float64(0.6923873351803501), np.float64(0.9305810872941565), np.float64(0.9374661125527075), np.float64(0.6299663158967682), np.float64(0.8097237204699012), np.float64(0.4085209880922473), np.float64(0.7450198045927896), np.float64(0.3878827632289409), np.float64(0.6764017218135214)]",-54.066123962402344,"[np.float64(0.27913309379255946), np.float64(0.6343065910333046), np.float64(0.9099657442388819), np.float64(0.9181083316875767), np.float64(0.544017219172811), np.float64(0.5151946149866178), np.float64(0.5329648857945097), np.float64(0.07121314925499408), np.float64(0.3686494914852891), np.float64(0.9733936706552884)]"
