approach,problem,exp_id,iter_idx,iter_eval_time,iter_model_time,iter_fitness,iter_x,iter_best_fitness,iter_best_x
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,10,0.019634485244750977,0.0011551380157470703,-33.318565368652344,"[np.float64(0.8166623819585312), np.float64(0.3870602206928794), np.float64(0.6274953312446712), np.float64(0.4920792528999067), np.float64(0.13382648618376192), np.float64(0.7779565973441389), np.float64(0.8408217857205902), np.float64(0.06494533289053284), np.float64(0.5281403490631252), np.float64(0.6428695169886657)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,11,0.014916181564331055,0.0011594295501708984,-23.716711044311523,"[np.float64(0.36289543342216135), np.float64(0.5986875135634413), np.float64(0.9914930575251252), np.float64(0.3414809916078346), np.float64(0.7266143315357109), np.float64(0.11021089999789802), np.float64(0.32849429037836186), np.float64(0.9812278990715937), np.float64(0.12669952065527312), np.float64(0.9429910902494034)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,12,9.584426879882812e-05,0.0014071464538574219,0.0,"[np.float64(0.7483163097544878), np.float64(0.240809484676217), np.float64(0.17137836392563255), np.float64(0.9746015813161961), np.float64(0.4252575603928339), np.float64(0.7770719887120198), np.float64(0.14114971554665068), np.float64(0.8493761016700556), np.float64(0.5112975489155008), np.float64(0.28316054334597773)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,13,7.939338684082031e-05,0.0010497570037841797,0.0,"[np.float64(0.16211861528575267), np.float64(0.7089413034284878), np.float64(0.4676549209852887), np.float64(0.9075366089146754), np.float64(0.23308434590568827), np.float64(0.5419834369767179), np.float64(0.05960630042803272), np.float64(0.7122952397429768), np.float64(0.3996549436362764), np.float64(0.25624014810673057)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,14,0.01495981216430664,0.0010073184967041016,-21.612287521362305,"[np.float64(0.7600471330960524), np.float64(0.032525202371535666), np.float64(0.345104583535742), np.float64(0.8993600877450468), np.float64(0.9286666263582529), np.float64(0.2371468631332636), np.float64(0.7090759295622502), np.float64(0.5929224552862556), np.float64(0.09661184638708198), np.float64(0.9420407871681111)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,15,9.298324584960938e-05,0.0011401176452636719,0.0,"[np.float64(0.3132107233227892), np.float64(0.3765491650604621), np.float64(0.7123916166218822), np.float64(0.8211252660287314), np.float64(0.5392599512769316), np.float64(0.17493125120845832), np.float64(0.528087778350995), np.float64(0.8148946994158979), np.float64(0.2790416416610616), np.float64(0.2513269442426671)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,16,9.751319885253906e-05,0.0012538433074951172,0.0,"[np.float64(0.8553439484732345), np.float64(0.39666846892874685), np.float64(0.6582909434381763), np.float64(0.7511276273237806), np.float64(0.629889972396559), np.float64(0.8005536296677715), np.float64(0.44973371281382546), np.float64(0.3367220819113451), np.float64(0.1395635359021632), np.float64(0.5795322793222745)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,17,0.00011515617370605469,0.004299163818359375,0.0,"[np.float64(0.43339343251113915), np.float64(0.949454621605631), np.float64(0.33860125356183524), np.float64(0.4973088864706551), np.float64(0.3607383695032025), np.float64(0.36148347516355783), np.float64(0.723391136883094), np.float64(0.7402062827104754), np.float64(0.1821070402807674), np.float64(0.5371754437751128)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,18,7.915496826171875e-05,0.0010831356048583984,0.0,"[np.float64(0.38053577678900874), np.float64(0.30625955503971447), np.float64(0.281027592394142), np.float64(0.19114253640305734), np.float64(0.7698417119667804), np.float64(0.29210986674399997), np.float64(0.6826389132578556), np.float64(0.9688505904932567), np.float64(0.5995033792936114), np.float64(0.8863715727181113)]",-39.694740295410156,"[np.float64(0.6489400333551328), np.float64(0.8105961281870175), np.float64(0.43242239066493326), np.float64(0.8766593642049971), np.float64(0.5774221706799987), np.float64(0.19393696998312293), np.float64(0.8589505062178012), np.float64(0.404622967267108), np.float64(0.7629022455986908), np.float64(0.5575099734882664)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,19,0.020869731903076172,0.0009551048278808594,-40.13610076904297,"[np.float64(0.5846475262979209), np.float64(0.007157272538369397), np.float64(0.038809758832952235), np.float64(0.35161204808654845), np.float64(0.7937502301072852), np.float64(0.8283379243274833), np.float64(0.25097187240092944), np.float64(0.5535399782249026), np.float64(0.029430474489828606), np.float64(0.8315895434959699)]",-40.13610076904297,"[np.float64(0.5846475262979209), np.float64(0.007157272538369397), np.float64(0.038809758832952235), np.float64(0.35161204808654845), np.float64(0.7937502301072852), np.float64(0.8283379243274833), np.float64(0.25097187240092944), np.float64(0.5535399782249026), np.float64(0.029430474489828606), np.float64(0.8315895434959699)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,20,0.015665054321289062,0.0011756420135498047,-22.445470809936523,"[np.float64(0.194554350227923), np.float64(0.13943425620283112), np.float64(0.1038703427091422), np.float64(0.5365079460359049), np.float64(0.17214234298740072), np.float64(0.7937412830330586), np.float64(0.9968853598238139), np.float64(0.27074149230767064), np.float64(0.5150993779948241), np.float64(0.26056200203931446)]",-40.13610076904297,"[np.float64(0.5846475262979209), np.float64(0.007157272538369397), np.float64(0.038809758832952235), np.float64(0.35161204808654845), np.float64(0.7937502301072852), np.float64(0.8283379243274833), np.float64(0.25097187240092944), np.float64(0.5535399782249026), np.float64(0.029430474489828606), np.float64(0.8315895434959699)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,21,0.015169382095336914,0.0011708736419677734,-39.22492218017578,"[np.float64(0.4624069654709342), np.float64(0.09897581880405837), np.float64(0.8925649712033045), np.float64(0.7566301172716751), np.float64(0.6589753215926406), np.float64(0.2031063805335469), np.float64(0.294252434454199), np.float64(0.6783624335991413), np.float64(0.32137228085834035), np.float64(0.019522963204738675)]",-40.13610076904297,"[np.float64(0.5846475262979209), np.float64(0.007157272538369397), np.float64(0.038809758832952235), np.float64(0.35161204808654845), np.float64(0.7937502301072852), np.float64(0.8283379243274833), np.float64(0.25097187240092944), np.float64(0.5535399782249026), np.float64(0.029430474489828606), np.float64(0.8315895434959699)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,22,0.00010204315185546875,0.001178741455078125,0.0,"[np.float64(0.01880329379784418), np.float64(0.6356849111566747), np.float64(0.18399049474754403), np.float64(0.4025977990283206), np.float64(0.48225078612103767), np.float64(0.017967937604884576), np.float64(0.9511754161623694), np.float64(0.8029347853039362), np.float64(0.5605407737168502), np.float64(0.04550750165618889)]",-40.13610076904297,"[np.float64(0.5846475262979209), np.float64(0.007157272538369397), np.float64(0.038809758832952235), np.float64(0.35161204808654845), np.float64(0.7937502301072852), np.float64(0.8283379243274833), np.float64(0.25097187240092944), np.float64(0.5535399782249026), np.float64(0.029430474489828606), np.float64(0.8315895434959699)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,23,8.034706115722656e-05,0.001028299331665039,0.0,"[np.float64(0.18934094807480595), np.float64(0.7886168535255358), np.float64(0.20312038161873402), np.float64(0.058353138904274404), np.float64(0.7049956933547635), np.float64(0.6901225859253217), np.float64(0.8264198689213849), np.float64(0.9071396694290447), np.float64(0.10231296358181985), np.float64(0.0015821642184566942)]",-40.13610076904297,"[np.float64(0.5846475262979209), np.float64(0.007157272538369397), np.float64(0.038809758832952235), np.float64(0.35161204808654845), np.float64(0.7937502301072852), np.float64(0.8283379243274833), np.float64(0.25097187240092944), np.float64(0.5535399782249026), np.float64(0.029430474489828606), np.float64(0.8315895434959699)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,24,8.034706115722656e-05,0.0010170936584472656,0.0,"[np.float64(0.962915374729145), np.float64(0.5509292590552967), np.float64(0.22722365056642324), np.float64(0.470163467793019), np.float64(0.900084689288191), np.float64(0.6025128283009953), np.float64(0.9561835598230181), np.float64(0.5512533774368382), np.float64(0.36319453316094585), np.float64(0.4284577507869112)]",-40.13610076904297,"[np.float64(0.5846475262979209), np.float64(0.007157272538369397), np.float64(0.038809758832952235), np.float64(0.35161204808654845), np.float64(0.7937502301072852), np.float64(0.8283379243274833), np.float64(0.25097187240092944), np.float64(0.5535399782249026), np.float64(0.029430474489828606), np.float64(0.8315895434959699)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,25,0.015221118927001953,0.0010213851928710938,-41.10441589355469,"[np.float64(0.6068487112848718), np.float64(0.9552269692172924), np.float64(0.23022421130463033), np.float64(0.6075978430674397), np.float64(0.3708762726660809), np.float64(0.49487624304604416), np.float64(0.2683844800609346), np.float64(0.9556626200946073), np.float64(0.1354892950943003), np.float64(0.742982650753456)]",-41.10441589355469,"[np.float64(0.6068487112848718), np.float64(0.9552269692172924), np.float64(0.23022421130463033), np.float64(0.6075978430674397), np.float64(0.3708762726660809), np.float64(0.49487624304604416), np.float64(0.2683844800609346), np.float64(0.9556626200946073), np.float64(0.1354892950943003), np.float64(0.742982650753456)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,26,9.417533874511719e-05,0.0011811256408691406,0.0,"[np.float64(0.919753903029108), np.float64(0.13245470377343116), np.float64(0.37326784086036224), np.float64(0.18020079876180073), np.float64(0.9061444765203318), np.float64(0.8532036488266311), np.float64(0.4460235038750593), np.float64(0.3021960621227624), np.float64(0.46980747936426415), np.float64(0.874279287078952)]",-41.10441589355469,"[np.float64(0.6068487112848718), np.float64(0.9552269692172924), np.float64(0.23022421130463033), np.float64(0.6075978430674397), np.float64(0.3708762726660809), np.float64(0.49487624304604416), np.float64(0.2683844800609346), np.float64(0.9556626200946073), np.float64(0.1354892950943003), np.float64(0.742982650753456)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,27,8.153915405273438e-05,0.001117706298828125,0.0,"[np.float64(0.23374692888069248), np.float64(0.6150899100565255), np.float64(0.7646391127573963), np.float64(0.5189035940059319), np.float64(0.829754237139109), np.float64(0.5919107264743313), np.float64(0.0018356734166098398), np.float64(0.7708557253084283), np.float64(0.9133231726632541), np.float64(0.6902250932043387)]",-41.10441589355469,"[np.float64(0.6068487112848718), np.float64(0.9552269692172924), np.float64(0.23022421130463033), np.float64(0.6075978430674397), np.float64(0.3708762726660809), np.float64(0.49487624304604416), np.float64(0.2683844800609346), np.float64(0.9556626200946073), np.float64(0.1354892950943003), np.float64(0.742982650753456)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,28,0.01474618911743164,0.0011687278747558594,-37.08931350708008,"[np.float64(0.9840751204617155), np.float64(0.5819829611523792), np.float64(0.02074877932646768), np.float64(0.18319115475822967), np.float64(0.1895441723439466), np.float64(0.6043991029916826), np.float64(0.8685612155682635), np.float64(0.9953940361212436), np.float64(0.19461084433214682), np.float64(0.3129776028936806)]",-41.10441589355469,"[np.float64(0.6068487112848718), np.float64(0.9552269692172924), np.float64(0.23022421130463033), np.float64(0.6075978430674397), np.float64(0.3708762726660809), np.float64(0.49487624304604416), np.float64(0.2683844800609346), np.float64(0.9556626200946073), np.float64(0.1354892950943003), np.float64(0.742982650753456)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,29,9.632110595703125e-05,0.0019719600677490234,0.0,"[np.float64(0.4941336940112393), np.float64(0.4431121700618307), np.float64(0.6708983827570075), np.float64(0.3488840146037526), np.float64(0.14012979022682048), np.float64(0.84337160498178), np.float64(0.1795298980650203), np.float64(0.6987664788460848), np.float64(0.25786422099715356), np.float64(0.45843184178496765)]",-41.10441589355469,"[np.float64(0.6068487112848718), np.float64(0.9552269692172924), np.float64(0.23022421130463033), np.float64(0.6075978430674397), np.float64(0.3708762726660809), np.float64(0.49487624304604416), np.float64(0.2683844800609346), np.float64(0.9556626200946073), np.float64(0.1354892950943003), np.float64(0.742982650753456)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,30,0.0030345916748046875,0.0011086463928222656,0.0,"[np.float64(0.34269339655184894), np.float64(0.8319569794502493), np.float64(0.3991042039682401), np.float64(0.7423069566718622), np.float64(0.5393476665317903), np.float64(0.47655412867117763), np.float64(0.49857754530460896), np.float64(0.5237565620072965), np.float64(0.38001297540966206), np.float64(0.4384833315805393)]",-41.10441589355469,"[np.float64(0.6068487112848718), np.float64(0.9552269692172924), np.float64(0.23022421130463033), np.float64(0.6075978430674397), np.float64(0.3708762726660809), np.float64(0.49487624304604416), np.float64(0.2683844800609346), np.float64(0.9556626200946073), np.float64(0.1354892950943003), np.float64(0.742982650753456)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,31,8.249282836914062e-05,0.0011429786682128906,0.0,"[np.float64(0.6517729094756665), np.float64(0.9351206972071394), np.float64(0.8100029984079491), np.float64(0.7617656115268588), np.float64(0.5191220099492071), np.float64(0.7022047026685942), np.float64(0.8324541409951359), np.float64(0.8365823330397548), np.float64(0.16102170983501796), np.float64(0.8171497154588754)]",-41.10441589355469,"[np.float64(0.6068487112848718), np.float64(0.9552269692172924), np.float64(0.23022421130463033), np.float64(0.6075978430674397), np.float64(0.3708762726660809), np.float64(0.49487624304604416), np.float64(0.2683844800609346), np.float64(0.9556626200946073), np.float64(0.1354892950943003), np.float64(0.742982650753456)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,32,0.02017378807067871,0.001020669937133789,-52.2558479309082,"[np.float64(0.07754200460582383), np.float64(0.8308138997756608), np.float64(0.20850052486003157), np.float64(0.5254577797422935), np.float64(0.02765260158656324), np.float64(0.30730906063668695), np.float64(0.9678347797560259), np.float64(0.9692021437577977), np.float64(0.6099990536304707), np.float64(0.8064281389657129)]",-52.2558479309082,"[np.float64(0.07754200460582383), np.float64(0.8308138997756608), np.float64(0.20850052486003157), np.float64(0.5254577797422935), np.float64(0.02765260158656324), np.float64(0.30730906063668695), np.float64(0.9678347797560259), np.float64(0.9692021437577977), np.float64(0.6099990536304707), np.float64(0.8064281389657129)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,33,0.015601158142089844,0.0014004707336425781,-50.65617752075195,"[np.float64(0.08342879442904227), np.float64(0.6847485579758205), np.float64(0.6593442398052758), np.float64(0.5173835818855934), np.float64(0.9422852183222428), np.float64(0.006501519819011037), np.float64(0.178527624238914), np.float64(0.5561945498569153), np.float64(0.8632501174141269), np.float64(0.18629811863413082)]",-52.2558479309082,"[np.float64(0.07754200460582383), np.float64(0.8308138997756608), np.float64(0.20850052486003157), np.float64(0.5254577797422935), np.float64(0.02765260158656324), np.float64(0.30730906063668695), np.float64(0.9678347797560259), np.float64(0.9692021437577977), np.float64(0.6099990536304707), np.float64(0.8064281389657129)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,34,0.015293359756469727,0.0011820793151855469,-31.401748657226562,"[np.float64(0.40670557107453686), np.float64(0.6814896160482317), np.float64(0.06650458825407535), np.float64(0.8668590287942752), np.float64(0.8068064791982776), np.float64(0.35360747995762143), np.float64(0.10820563543030792), np.float64(0.5994470620901784), np.float64(0.47211118194653734), np.float64(0.28055783137443235)]",-52.2558479309082,"[np.float64(0.07754200460582383), np.float64(0.8308138997756608), np.float64(0.20850052486003157), np.float64(0.5254577797422935), np.float64(0.02765260158656324), np.float64(0.30730906063668695), np.float64(0.9678347797560259), np.float64(0.9692021437577977), np.float64(0.6099990536304707), np.float64(0.8064281389657129)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,35,0.015456676483154297,0.0011794567108154297,-37.85103225708008,"[np.float64(0.8846771678743511), np.float64(0.7380732069480743), np.float64(0.7349445162695287), np.float64(0.4555814012050182), np.float64(0.3813844717236392), np.float64(0.976807925480132), np.float64(0.9785923144919451), np.float64(0.501050154125109), np.float64(0.5528102502993761), np.float64(0.9454603845268635)]",-52.2558479309082,"[np.float64(0.07754200460582383), np.float64(0.8308138997756608), np.float64(0.20850052486003157), np.float64(0.5254577797422935), np.float64(0.02765260158656324), np.float64(0.30730906063668695), np.float64(0.9678347797560259), np.float64(0.9692021437577977), np.float64(0.6099990536304707), np.float64(0.8064281389657129)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,36,0.00011491775512695312,0.0014674663543701172,0.0,"[np.float64(0.05128516162254071), np.float64(0.19971007668772822), np.float64(0.13525751025416632), np.float64(0.329419374173183), np.float64(0.4683744320772798), np.float64(0.8895888731710035), np.float64(0.10156261985367876), np.float64(0.3738699393018903), np.float64(0.5470045584497055), np.float64(0.28772857343740754)]",-52.2558479309082,"[np.float64(0.07754200460582383), np.float64(0.8308138997756608), np.float64(0.20850052486003157), np.float64(0.5254577797422935), np.float64(0.02765260158656324), np.float64(0.30730906063668695), np.float64(0.9678347797560259), np.float64(0.9692021437577977), np.float64(0.6099990536304707), np.float64(0.8064281389657129)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1771933817735960512266,37,8.96453857421875e-05,0.0015053749084472656,0.0,"[np.float64(0.7986896816527534), np.float64(0.1884252557142878), np.float64(0.2671343729870612), np.float64(0.7348964319485048), np.float64(0.8171819101534221), np.float64(0.24412081253421214), np.float64(0.47982004364611297), np.float64(0.957441420767638), np.float64(0.7826692641959028), np.float64(0.44466127908011543)]",-52.2558479309082,"[np.float64(0.07754200460582383), np.float64(0.8308138997756608), np.float64(0.20850052486003157), np.float64(0.5254577797422935), np.float64(0.02765260158656324), np.float64(0.30730906063668695), np.float64(0.9678347797560259), np.float64(0.9692021437577977), np.float64(0.6099990536304707), np.float64(0.8064281389657129)]"
